symptom_text,prognosis
I have slow healing of wounds and cuts. I have this tingling sensation in my hand and numbness in both my hands and feet,Diabetes
I have mood changes and have difficulty concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores,Diabetes
I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations,Diabetes
I have rashes and skin irritations especially in the folds of the skin. There is also very slow healing of any cuts and bruises I have on my skin,Diabetes
I have a frequent need to urinate and often have these uncontrollable urges. I feel dizzy and often confused. I have also been loss of visuals,Diabetes
I have difficulty breathing especially during physical activity. I have unusual sweating and flushing. I frequently get yeast infections,Diabetes
I have persistent dry cough. My infections dont seem to be healing and I have palpitations. I also have this problem of sore throat that does seem to go away,Diabetes
"I'm drinking more water and urinating more frequently. My throat and mouth are frequently dry. Recently, my appetite and hunger have both grown.",Diabetes
"My vision is foggy, and it seems to be growing worse. I'm constantly feeling worn out and exhausted. Additionally, I occasionally have severe lightheadedness and dizziness.",Diabetes
My throat and mouth are dry. I've also been feeling more hungry and more hungry. But sometimes I do feel quite exhausted.,Diabetes
I have a sluggish wound and reduced healing rate. My hands and feet are both numb and have this tingling sensation.,Diabetes
"I struggle to focus and have emotional swings. At times, my head seems cloudy and foggy, making it challenging for me to do even simple tasks.",Diabetes
I feel my muscles trembling and shaking. I feel worn out and my senses of taste and smell have diminished. Sometimes I have palpitations or a quick heartbeat.,Diabetes
"I experience skin irritations and rashes, especially in my skin's creases. Any wounds and bruises I have on my skin also heal quite slowly.",Diabetes
I frequently feel the want to urinate and frequently have these strong cravings. I frequently feel woozy and bewildered. I've also had sight loss.,Diabetes
"I have trouble breathing, especially when exercising. I'm flushed and sweating in an unexpected way. I have yeast infections a lot.",Diabetes
"I have a chronic dry cough. I have palpitations and my infections don't appear to be getting better. I also have a painful throat issue, although it does seem to go away.",Diabetes
Both my water intake and frequency of urination have increased. My mouth and throat regularly feel dry. My appetite and hunger have both increased recently.,Diabetes
"I have blurry vision, and it seems to be getting worse. I'm continuously fatigued and worn out. I also occasionally have acute lightheadedness and vertigo.",Diabetes
"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. But on occasion, I do feel rather worn out.",Diabetes
My wound is healing slowly and at a slower rate. My hands and feet are numb and tingling at the same time.,Diabetes
"I have trouble focusing, and my emotions fluctuate. My brain might seem murky and foggy at times, making it difficult for me to complete even straightforward chores.",Diabetes
"My body is shaking and trembling. My senses of taste and smell have gotten weaker, and I feel exhausted. I occasionally have palpitations or a rapid pulse.",Diabetes
"I have rashes and skin irritations, especially in the crevices of my skin. My skin bruises and cuts also take a long time to heal.",Diabetes
I often feel the want to urinate and experience these intense desires. I often feel dizzy and confused. I also lost my sight.,Diabetes
"I have respiratory issues, especially when doing out. Unexpectedly, I'm sweating and flushed. I frequently have yeast infections and urinary tract infections",Diabetes
"I constantly have a dry cough. My infections don't seem to be healing, and I have palpitations. My throat hurts occasionally, but it does appear to get better.",Diabetes
"I've been drinking more water and urinating more frequently. My throat and mouth frequently feel dry. Recently, both my hunger and appetite have grown.",Diabetes
"My vision is foggy, and it appears to be growing worse. I feel exhausted and worn out all the time. I also have severe dizziness and lightheadedness on occasion.",Diabetes
"My throat and mouth are dry. I've also been getting hungry more and more. I do, however, occasionally feel rather exhausted.",Diabetes
My wound is recovering more slowly now. Both my hands and feet are tingling and going numb. I feel very weak,Diabetes
"My emotions change, and I have difficulties focusing. At times, my mind might be cloudy and hazy, making it challenging for me to do even simple tasks.",Diabetes
"My entire body is trembling and shaky. I've lost my ability to taste and smell, and I'm worn out. I sometimes get a racing heart or palpitations.",Diabetes
"I get skin irritations and rashes, especially in my skin's crevices. Cuts and bruises on my skin also take a while to heal.",Diabetes
"I frequently feel the want to urinate and have these strong cravings. I get woozy and disoriented a lot. Moreover, I have lost my vision considerably",Diabetes
"I have breathing problems, especially when I'm outside. I'm suddenly flushed and perspiring. I experience yeast infections and urinary tract infections rather regularly.",Diabetes
"I have a dry cough that never stops. I have palpitations and my infections don't appear to be getting better. Sometimes my throat hurts, but it seems to get better.",Diabetes
Both my water intake and frequency of urination have increased. My mouth and throat feel dry a lot. My hunger and appetite have both increased recently.,Diabetes
"My vision is blurry, and it feels like it's getting worse. All the time, I feel worn out and fatigued. I occasionally have extreme lightheadedness and vertigo as well.",Diabetes
"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. However, I do get periodic bouts of exhaustion.",Diabetes
My wound is healing more slowly these days. My feet and hands are tingling and becoming numb. I feel really fragile.,Diabetes
"My emotions fluctuate, and it's hard for me to concentrate. My mind can be foggy and foggy at times, making it difficult for me to perform even simple chores.",Diabetes
"I'm shaking and trembling all over. I've lost my sense of taste and smell, and I'm exhausted. I occasionally get palpitations or a speeding heart.",Diabetes
"Particularly in the crevices of my skin, I have skin rashes and irritations. My skin bruises and cuts take a while to heal as well.",Diabetes
I regularly experience these intense urges and the want to urinate. I frequently feel drowsy and lost. I've also significantly lost my vision.,Diabetes
"I have trouble breathing, especially outside. I start to feel hot and start to sweat. I frequently have urinary tract infections and yeast infections.",Diabetes
